Input Term,Input Definitions,isAcronym,Extracted Term,isDescription,Description,Context
hepatitis,"An inflammation of the liver, commonly of viral origin, but also associated with other diseases.",False,,False,,
heptadiene,,False,,False,,
heptanes,,False,,False,,
herbicides,Chemical agents used for the eradication of undesirable plants or for the inhibition of their growth.,False,,False,,
Herbig-Haro objects,"Celestial objects having many of the characteristics of a T Tauri star (e.g., their spectra show a weak continuum with strong emission lines), believed to be stars in the very early stages of development. All known Herbig-Haro objects have been found within the boundaries of dark clouds. These strong infrared sources are characterized by mass loss.",False,,False,,
Hercules engine,,False,,False,,
Hercules nova,,False,,False,,
heredity,,False,,False,,
Hering-Brever reflex,,False,,False,,
Hermes manned spaceplane,,False,,False,,
hermetic seals,,False,,False,,
Hermitian polynomial,,False,,False,,
HERO Reactor,,True,HERO,False,,
Hertzsprung-Russell diagram,,False,,False,,
Herzberg bands,,False,,False,,
Hessian matrices,"Given a real value function of N variables, an N by N symmetric of all second order partial derivatives.",False,,False,,
HET experiment,,True,HET,False,,
heterocyclic compounds,,False,,False,,
heterodyning,"Mixing two radio signals of different frequencies to produce a third signal which is of lower frequency; i.e., to produce beating.",False,,False,,
heterogeneity,Having different properties at different points.,False,,False,,
heterojunction devices,Electronic devices utilizing junctions between different semiconducting materials. The characteristics and performance of the devices are dependent on the relative lineup of the energy bands at the junctions.,False,,False,,
heterojunctions,"Junctions between semiconductors that differ in their doping level conductivities, and also in their atomic or alloy compositions.",False,,False,,
heterophoria,,False,,False,,
heterosphere,"The upper portion of a two part division of the atmosphere according to the general homogeneity of atmospheric composition; the layer above the homosphere. The heterosphere is characterized by variation in composition and mean molecular weight of constituent gases. This region starts at 80 to 100 kilometers above the Earth, and therefore closely coincides with the ionosphere and the thermosphere.",False,,False,,
heterotrophs,,False,,False,,
heuristic methods,,False,,False,,
HEUS rocket engines,,True,HEUS,False,,
Hewlett-Packard computers,,False,,False,,
hexadiene,,False,,False,,
hexagonal cells,,False,,False,,
hexagons,,False,,False,,
hexahedrite,,False,,False,,
hexamethonium,,False,,False,,
hexamethylenetetramine,,False,,False,,
hexanitrostilbene,,False,,False,,
hexenes,,False,,False,,
Hexogenes (trademark),,False,,False,,
hexokinase,,False,,False,,
hexoses,,False,,False,,
hexyl compounds,,False,,False,,
HF lasers,,True,HF,False,,
HFB-320 aircraft,,False,,False,,
HH-43 helicopter,,False,,False,,
HH-65 helicopter,,False,,False,,
hibernation,,False,,False,,
hierarchies,,False,,False,,
Higgs bosons,,False,,False,,
high acceleration,,False,,False,,
high alt target and background measurement,,False,,False,,
high altitude,,False,,False,,
high altitude balloons,,False,,False,,
high altitude breathing,,False,,False,,
high altitude environments,,False,,False,,
high altitude nuclear detection,,False,,False,,
high altitude pressure,,False,,False,,
high altitude tests,,False,,False,,
high aspect ratio,,False,,False,,
high current,,False,,False,,
high definition television,,False,,False,,
high dispersion spectrographs,,False,,False,,
high electron mobility transistors,"A recently developed field effect transistor based on the technique of modulation doping of GaAs/Al(x)Ga(1-x) as heterojunctions. This technique achieves high mobility in part by introducing carriers into high purity GaAs from donor ions in an adjacent A1GaAs layer, the electrons and ions being separated by the built-in heterojunction potential. Used for HEMT (electronics)",False,,False,,
high energy electrons,,False,,False,,
high energy fuels,,False,,False,,
high energy interactions,,False,,False,,
high energy oxidizers,,False,,False,,
high energy propellants,,False,,False,,
high field magnets,,False,,False,,
high flux beam reactors,,False,,False,,
high flux isotope reactors,,False,,False,,
high frequencies,,False,,False,,
high gain,,False,,False,,
high gravity environments,,False,,False,,
high impulse,,False,,False,,
high level languages,Computer languages whose instructions or statements each correspond to several machine language instructions.,False,,False,,
high pass filters,"Wave filters having a single transmission band extending from some critical or cutoff frequency, not zero, up to infinite frequency.",False,,False,,
high polymers,,False,,False,,
high power lasers,Stimulated emission devices having high energy flux density outputs. Used for high intensity lasers.,False,,False,,
high pressure,,False,,False,,
high pressure oxygen,,False,,False,,
~ high resistance,,False,,False,,
high resolution,,False,,False,,
high resolution coverage antennas,,False,,False,,
high Reynolds number,A Reynolds number above the critical Reynolds number of a sphere.,False,,False,,
high speed,,False,,False,,
high speed cameras,,False,,False,,
high speed photography,,False,,False,,
high strength,,False,,False,,
high strength alloys,,False,,False,,
high strength steels,,False,,False,,
high temperature,,False,,False,,
high temperature air,,False,,False,,
high temperature environments,,False,,False,,
high temperature fluids,,False,,False,,
high temperature gas cooled reactors,,False,,False,,
high temperature gases,,False,,False,,
high temperature lubricants,,False,,False,,
high temperature nuclear reactors,,False,,False,,
high temperature plasmas,,False,,False,,
high temperature propellants,,False,,False,,
high temperature research,,False,,False,,
high temperature superconductors,New superconducting materials consisting of mixed metal oxide ceramics that maintain their superconductivity at higher temperature ranges (above 24 K) than the more traditional superconductors.,False,,False,,
high temperature tests,,False,,False,,
high thrust,,False,,False,,
high vacuum,,False,,False,,
High Vacuum Orbital Simulator,,False,,False,,
high voltages,,False,,False,,
highlands,A general term for large areas of elevated or mountainous land standing prominently above adjacent low areas; mountainous regions.,False,,False,,
highly maneuverable aircraft,,False,,False,,
highways,,False,,False,,
Hilbert space,,False,,False,,
Hilbert transformation,,False,,False,,
Hill determinant,,False,,False,,
Hill lunar theory,,False,,False,,
Hill method,,False,,False,,
Hiller aircraft,,False,,False,,
Hilsch tubes,,False,,False,,
Himalayas,,False,,False,,
Himalia,"A natural satellite of Jupiter, orbiting at a mean distance of 11,480,000 kilometers.",False,,False,,
hindcasting,"The process of reconstructing the time and space evolution of an atmospheric or oceanic phenomenon that has occurred in the past, through an analysis of historical data, a mathematical-model simulation of the processes involved, or a combination of data analysis and modeling.",False,,False,,
hindlimb suspension,"Technique for limiting use, activity, or movement by immobilizing or restraining animal by suspending from hindlimbs or tails. This immobilization is used to simulate some effects of reduced gravity and study weightlessness physiology.",False,,False,,
hinges,,False,,False,,
Hipparcos satellite,"An ESA astrometric satellite to determine trigonometric parallaxes, proper motions, and positions of 100,000 stars, mainly for stars brighter than magnitude 10. The satellite was launched in August 1989.",False,,False,,
hippocampus,,False,,False,,
hippuric acid,,False,,False,,
His bundle,,False,,False,,
hiss,"Random noise in the audiofrequency range, having subjective characteristics analogous to prolonged sibilant sounds.",False,,False,,
histamines,,False,,False,,
histidine,,False,,False,,
histochemical analysis,"In biochemistry, the analysis of chemical components in tissues.",False,,False,,
histograms,,False,,False,,
histology,,False,,False,,
histories,,False,,False,,
HL-10 reentry vehicle,,False,,False,,
HLD-35 reentry vehicle,,False,,False,,
HMX,,True,HMX,False,,
hodographs,,False,,False,,
hodoscopes,,False,,False,,
hohlraums,"In radiation thermodynamics, cavities whose walls are in radiative equilibrium with the radiant energy with the cavity.",False,,False,,
